id,ID2,Einrichtung,Trager,Anzeigen,Typ,Schlagworte,Zielgruppe,Beratungsmoglichkeiten,Prio,Sprachen,Barrierefreiheit,Kategorie,Uber_uns,Strasse,Hausnummer,Zusatz,PLZ,Bezirk,Stadtteil,Telefonnummer,EMail,Website,c24_h_7_Tage,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Art_der_Anmeldung,Weitere_Offnungszeiten,lat,long,Ready
147,596,Online-Beratung Café Beispiellos + Lost in Space,Caritasverband für das Erzbistum Berlin e.V.,1,Online,"[""L"",10,11]",,,Hoch,"Deutsch, Arabisch, Bosnisch, Serbisch, Kroatisch, Englisch, Russisch",Rollstuhlgerechter Zugang,IGPP Handlungsfeld Drogen/Sucht,"Online-Beratung bei Verhaltenssüchten. Ob Glücksspielsucht, Computerspielsucht, Internetsucht, Kaufsucht oder Pornografiesucht – Verhaltenssüchte nehmen zu und es wird immer leichter, unbemerkt abzutauchen und sich in einer anderen Welt zu verlieren, bis sie das Leben beherrschen. Wenn Sie denken, Sie sind gefährdet oder bereits süchtig, sind Sie bei uns richtig. Oft sind es auch die Angehörigen, die sich Sorgen machen und Beratung wünschen.",,,,,,,keine,verhaltenssucht@caritas-berlin.de,https://beratung.caritas.de/suchtberatung/registration,ja,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,24 Stunden geöffnet,"Es ist keine vorherige Anmeldung nötig.: ",Die Online-Beratung ist rund um die Uhr an 7 Tagen die Woche erreichbar. Innerhalb von 2 Werktagen erhalten Sie in der Regel eine Antwort auf ihre Frage.,,,true
149,443,PBAM Suchtberatung Wilmersdorf,PBAM Therapeutische AG e.V.,1,Beratung,"[""L"",7,12,25]",Angehörige,,Mittel,"Deutsch, Englisch, Polnisch",Rollstuhlgerechter Zugang,Alkohol- und Medikamentenberatungsstelle,"Wir beraten, vemitteln und behandeln Menschen aus dem Bezirk Wilmersdorf, die Probleme im Umgang mit Alkohol und Medikamente haben, sowie deren Angehörige. Unsere offenen Sprechzeiten sind Dienstag von 10:00 bis 12:00 und Donnerstag von 16:00 bis 18:00 Uhr.",Holsteinische Straße,38,Aufgang 1,10717,Charlottenburg-Wilmersdorf,Wilmersdorf,030 23621333,suchtberatung-wilmersdorf@pbam.de,https://www.pbam.de,nein,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,09:00 - 17:30,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.49196,13.3247,true
151,512,Pflege in Not Beratung bei  Konflikt und Gewalt in der Pflege,Diakonische Werk Berlin Stadtmitte e.V.,1,Beratung,"[""L"",6,16,23,25]",Angehörige,,Mittel,Deutsch,Rollstuhlgerechter Zugang,IGPP Handlungsfeld Altenhilfe,"Jede und jeder der Konflikte, Überforderung, Aggressionen und Gewalt in der Pflege erlebt, kann sich an uns wenden. Berlinweit und kostenfrei beraten und unterstützen wir Sie, vertraulich und gerne auch anonym.",Bergmannstraße,44,,10957,Friedrichshain-Kreuzberg,Kreuzberg,030 69598989,pflege-in-not@diakonie-stadtmitte.de,https://www.pflege-in-not.de,nein,10:00 - 12:00,14:00 - 16:00,10:00 - 12:00,16:00 - 18:00,10:00 - 12:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Termine auch nach Vereinbarung. Anrufbeantworter rund um die Uhr.,52.48868,13.402,true
152,Sen081,Prävention zur sexuellen Gesundheit für Prostituierte,HYDRA e. V. - Treffpunkt und Beratung für Prostituierte,1,Beratung,"[""L"",1,3,15,23,24,13]","Divers, LSBTIQ*",,Niedrig,Deutsch,Keine Angabe,IGPP Handlungsfeld Sexuell übertragbare Infektionen,,Köpenicker Straße,187/188,,10997,Friedrichshain-Kreuzberg,,030 6110023,kontakt@hydra-berlin.de,https://www.hydra-berlin.de/,nein,10:00 - 15:00,10:00 - 15:00,Geschlossen,16:00 - 20:00,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: telefonisch, per Mail",Weitere Termine nach Vereinbarung.,52.50227,13.43927,true
155,636,pro familia Beratungszentrum Berlin,"pro familia Berlin - Deutsche Gesellschaft für Familienplanung, Sexualpädagogik und Sexualberatung e.V.",1,Beratung,"[""L"",14]",,,Hoch,"Deutsch, Englisch, Französisch, Russisch, Spanisch, Weitere Sprachen mit Sprachmittlung, Sonstige",Rollstuhlrechter Zugang,Schwangerschaftsberatungsstellen,"Wir beraten zu allen Fragen der Sexualität, Partnerschaft und Familienplanung. Mit unserer Beratung wollen wir Sie darin bestärken, Ihre Rechte auf sexuelle Selbstbestimmung und selbstbestimmte Familienplanung wahrzunehmen. Wie dies konkret aussieht, bestimmen Sie allein. Gegebenenfalls vermitteln wir Ihnen weitergehende Hilfen.",Kalckreuthstraße,4,,10777,Tempelhof-Schöneberg,Schöneberg,030 3984-9898,berlin@profamilia.de,https://www.profamilia.de/angebote-vor-ort/berlin/beratungszentrum,nein,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 12:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail, Online","Telefonische Sprechzeiten: Mo - Do 09:00 - 12:00 und 15:00 - 18:00, Fr 09:00 - 12:00",52.4993598,13.3479297,true
156,639,Psychologisch-Psychotherapeutische Beratungsstelle,StudierendenWERK Berlin,1,Beratung,"[""L"",1,6,5,4,23,8,16,2,3,24,17,13,18]","Divers, Frauen, LSBTIQ*, Männer",,Hoch,"Bulgarisch, Deutsch, Englisch, Spanisch, Türkisch","Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung",Andere Kontakt- und Beratungsstellen,Wir sind eine Psychologisch-Psychotherapeutische Beratungsstelle für Studierende in Berlin. Wir unterstützen Studierende in schwierigen Situationen und Lebensphasen. Wir bieten Einzelberatungsgespräche und Gruppen zu verschieden Themen an.,Franz-Mehring-Platz,45353,"Haus 2, 2. Etage",10243,Friedrichshain-Kreuzberg,Friedrichshain,030 9393-98438,pbs@stw.berlin,https://www.stw.berlin,nein,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 13:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.5132035,13.438236,true
157,642,Psychologisch-Psychotherapeutische Beratungsstelle,StudierendenWERK Berlin,1,Beratung,"[""L"",1,6,5,4,23,8,16,2,3,24,17,13,18]","Divers, Frauen, LSBTIQ*, Männer",,Hoch,"Bulgarisch, Deutsch, Englisch, Spanisch, Türkisch",Keine Angabe,Andere Kontakt- und Beratungsstellen,Wir sind eine Psychologisch-Psychotherapeutische Beratungsstelle für Studierende in Berlin. Wir unterstützen Studierende in schwierigen Situationen und Lebensphasen. Wir bieten Einzelberatungsgespräche und Gruppen zu verschiedenen Themenbereichen an.,Hardenbergstraße,35,,10623,Charlottenburg-Wilmersdorf,Charlottenburg,030 9393-98401,pbs@stw.berlin,https://www.stw.berlin,nein,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 15:00,09:00 - 13:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.5100723,13.325568,true
158,Sen094,"Psychosoziale Betreuung für Menschen mit HIV, Aids, Hepatitis C oder anderen chronischen Erkrankungen",ZIK - zuhause im Kiez gGmbH,1,Beratung,"[""L"",9,16,15,21,24,17,13,18,22]","Senioren, Divers, Frauen, LSBTIQ*, Männer, Migration & Flucht",,Hoch,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung",Rollstuhlgerechter Zugang,IGPP Handlungsfeld Sexuell übertragbare Infektionen,"Wir versorgen HIV-infizierte sowie von Aids und anderen chronischen Erkrankungen betroffene Menschen in Berlin mit einem Zuhause.  Wenn die chronische Erkrankung zu starken gesundheitlichen und psychischen Belastungen führt, benötigen viele Betroffene eine psychosoziale Betreuung und Unterstützung.  Wir haben dafür modellhafte Betreuungskonzepte entwickelt, die auf die Bedürfnisse der Klient*innen optimal abgestimmt sind.  An fünfzehn unterschiedlichen Standorten besteht inzwischen ein Angebot, das eine bedarfsgerechte Lebensweise für jede Lebenssituation ermöglicht.  Unser Ziel ist es, allen Betroffenen ein selbstbestimmtes und verantwortungsbewusstes Leben in den eigenen vier Wänden zu ermöglichen.",Perleberger Straße,27,,10559,Mitte,,030 554439300,aufnahme@zik-ggmbh.de,https://zik-ggmbh.de/index.php,nein,09:00 - 15:30,09:00 - 15:30,09:00 - 15:30,09:00 - 15:30,09:00 - 15:30,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Offene Sprechstunde mittwochs 13:00 bis 16:30 Uhr,52.53204,13.3493,true
159,560,"Psychosoziale Kontakt- und Beratungsstelle ""Das Floß""",Wuhletal-Psychosoziales Zentrum gGmbH,1,Beratung,"[""L"",1,3,5,6,2]",,,Mittel,Deutsch,Rollstuhlgerechter Zugang,Kontakt- und Beratungsstelle,"Das Angebot der KBS richtet sich an psychisch erkrankte bzw. psychiatrieerfahrene Menschen, Menschen mit seelischen Beeinträchtigungen, sowie deren Angehörige. Unser Angebot ist kostenlos, unbürokratisch, niedrigschwellig, ohne lange Wartezeiten und auf Wunsch anonym.",Dorfstraße,47,,12621,Marzahn-Hellersdorf,Kaulsdorf,030 565995949,kbs@wuhletal.de,https://www.wuhletal.de,nein,09:00 - 15:00,09:00 - 16:00,09:00 - 15:00,09:00 - 16:00,09:00 - 15:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.50680344,13.5816982,true
160,48,Psychosoziale Kontakt- und Beratungsstelle Brückentreff,"Humanistischer Verband Dtl., LV Berlin-Brandenburg KdöR",1,Beratung,"[""L"",1,3,5,6,2]",,,Mittel,"Deutsch, Englisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",PEP Kontakt- und Beratungsstelle,"Wir unterstützen Menschen, die soziale Kontakte suchen, sich in sozialen und/oder seelischen Nöten befinden, eine Tagesstruktur aufbauen möchten, Psychiatrieerfahrung haben und Menschen, die psychisch erkrankt sind. Wie sind zudem Ansprechpartner für deren Angehörige und Freunde.
Wir bieten offene Treffpunkte, Gruppen und Beratungen an. Unser Team besteht aus Sozialpädagog_innen und Psycholog_innen.",Torstraße,158,,10115,Mitte,Mitte,030 2807442,brueckentreff@hvd-bb.de,https://www.brueckentreff.de,nein,13:00 - 18:00,Geschlossen,Geschlossen,12:00 - 16:00,09:30 - 15:30,13:00 - 16:30,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Samstags alle 14 Tage geöffnet.,52.52906,13.39677,true
161,Sen089,Psychosoziale Kontakt- und Beratungsstelle der Schwulenberatung Berlin gGmbH,Schwulenberatung Berlin gGmbH,1,Beratung,"[""L"",1,3,5,9,12,7,18,24,13,22]","Männer, Divers, LSBTIQ*, Migration & Flucht",,Niedrig,"Englisch, Französisch, Spanisch, Portugiesisch, Italienisch, Griechisch, weitere Sprachen bei Bedarf",Keine Angabe,IGPP Handlungsfeld Sexuell übertragbare Infektionen,"Aufgrund ihrer vielfachen Beeinträchtigungen leiden schwule  Männer sowie trans* und inter* Menschen  unter Einsamkeit und brauchen diskriminierungsfreie Schutzräume. In der psychosozialen Kontakt- und Beratungsstelle (KBS) können sie sich austauschen. Da die offenen Angebote fachlich angeleitet werden, dienen sie auch der stabilisierenden Strukturgebung. Angeboten wird auch psychologische Beratung, insbesondere für LSBTI* Geflüchtete und Suchtberatung.",Niebuhrstraße,59/60,,10629,Charlottenburg-Wilmersdorf,,030 23369070,info@schwulenberatungberlin.de,http://www.schwulenberatungberlin.de/,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,"Offene Suchtgruppe montags 18:30 -20:00/ offenes Frühstücksangebot „Frühstücksclub“, mittwochs von 10:00 - 11.30/ offene Gesprächsgruppe „Couch+“, mittwochs von 14:00 - 16:00 Uhr/ offener Treff „Café Wippe“, freitags von 14:00 - 17:00 Uhr
",52.50439,13.30983,true
162,Sen065,Psychosoziale Kontakt-und Beratungsstelle - OT Krezuberg,Unionhilfswerk,1,Beratung,"[""L"",1,3,5,6,2]",,,Mittel,Deutsch,Keine Angabe,Kontakt- und Beratungsstelle,,Waldemarstraße,33 A,,10999,Friedrichshain-Kreuzberg,,"030 42265-886 ",kbs@kb.unionhilfswerk.de,https://www.unionhilfswerk.de/angebote/psychiatrische-begleitung/kontakt-und-beratungsstellen/,nein,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,10:00 - 16:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: telefonisch, per Mail",,52.50396,13.41932,true
163,359,Psychosoziale Prävention für geflüchtete Menschen und Menschen mit Migrationshintergrund,Berliner Stadtmission,1,Beratung,"[""L"",1,3,5,6,23,7,9,8,2,22]",Migration & Flucht,,Mittel,"Deutsch, Arabisch, Bosnisch, Serbisch, Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Persisch, Polnisch, Rumänisch, Russisch, Türkisch, Spanisch, Farsi, Dari, Ukrainisch, Italienisch, Georgisch, Fula, weitere Sprachen mit Sprachmittlung",Keine Angabe,Sonstiges,"Niedrigschwellige psychologische und psychosoziale Angebote für geflüchtete Menschen und Menschen mit Migrationshintergrund mit eigenem Wohnraum und in Flüchtlingseinrichtungen im Bezirk Spandau. Hauptaufgabe ist die Prävention von psychischen Erkrankungen, Suchterkrankungen, Gewaltbereitschaft und Suizidalität bei erwachsenen, geflüchteten Menschen.",Streitstraße,24,,13584,Spandau,Spandau,030 26587349,psychosozialeberatung@berliner-stadtmission.de,https://www.berliner-stadtmission.de/begleitprogramm-learning-bei-doing/psychosoziale-beratung,nein,09:00 - 17:00,09:00 - 17:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",,52.56039,13.20856,true
164,566,Russischsprachige Ambulanz,Evangelisches Krankenhaus Königin Elisabeth Herzberge,1,Beratung,"[""L"",1,22]",Migration & Flucht,,Mittel,"Deutsch,Russisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Klinik mit Beratungsangebot,PIA CPC  des Evangelischen Krankenhauses Königin Elisabeth Herzberge dient der ambulanten Behandlung von Menschen mit chronischen psychischen Erkrankungen. Die psychiatrische Behandlung und psychosoziale Beratung erfolgt stets mit muttersprachlicher russischer Sprachvermittlung.,Weissenseer Weg,111,,10369,Lichtenberg,Fennpfuhl,030 5472-4350,pia-cpc@keh-berlin.de,https://www.keh-berlin.de,nein,Geschlossen,15:00 - 18:30,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.5271477,13.4786556,true
165,276,SAAM Berlin gUG (haftungsbeschränkt),SAAM Berlin gUG (haftungsbeschränkt),1,Beratung,"[""L"",1,3,5,6,24,13,22]","Divers, LSBTIQ*, Migration & Flucht",,Mittel,"Deutsch, Englisch, Polnisch, Russisch, Türkisch, Farsi,  Dari, Italienisch, Ukrainisch, Afrikaans","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kontakt- und Beratungsstelle,"SAAM Berlin bietet Hilfen für Menschen mit emotional-sozialen Problemen, einer psychischen Erkrankung oder seelischen Behinderung an, die in ihrer eigenen Wohnung leben und Betreuung benötigen. Unsere Unterstützung richtet sich an Erwachsene in problematischen Lebenslagen, um sie schrittweise wieder am gesellschaftlichen Leben teilhaben lassen zu können. Ein Schwerpunkt liegt in der muttersprachlichen Beratung von Geflüchteten aus der Ukraine.",Pfarrstraße,115,,10317,Lichtenberg,Lichtenberg,030 89656595,Info@SAAM-Berlin.de,https://www.SAAM-Berlin.de,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.5051301,13.477129,true
167,213,Schlosspark-Klinik,Schlosspark-Klinik,1,Klinik,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Pflichtversorgende Klinik,Die Abteilung Psychiatrie und Psychotherapie der Schlosspark-Klinik behandelt erwachsene Patientinnen:Patienten mit allen akut-psychiatrischen Erkrankungen.,Heubnerweg,2,,14059,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,030 32641352,psychiatrie@schlosspark-klinik.de,https://www.parkkliniken-berlin.de/,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: telefonisch, per Mail",Zentrale Notaufnahme: 00:00-24:00 Uhr.,52.5218,13.28949,true
169,648,Schwangeren- und Familienberatung,Albatros - Lebensnetz gGmbH,1,Beratung,"[""L"",14,25,24,17,20,13,18,22]","Angehörige, Divers, Frauen, Kinder & Jugendliche, LSBTIQ*, Männer, Migration & Flucht",,Hoch,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung, Sonstige","Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung",Schwangerschaftsberatungsstellen,"Die Schwangeren- und Familienberatung in Berlin Friedrichshain ist eine staatlich anerkannte Beratungsstelle. Wir laden Sie zu uns ein, um folgende Angebote kostenlos in Anspruch zu nehmen: Schwangerschaftskonfliktberatung (bei uns erhalten Sie die gesetzlich vorgeschriebene Beratungsbescheinigung), Sozialberatung (bei Fragen rund um die Themen Elterngeld, Elternzeit etc.), Stiftung & quot; Hilfe für die Familie & quot; (Schwangere in Not können Gelder bei der Stiftung beantragen), Psychologische Einzel- und Paarberatung, Beratung vor und nach Pränataldiagnostik, Babypflegekurs (gegen Gebühr), Sexualpädagogik und sexuelle Bildung",Petersburger Platz,3,4. Etage,10249,Friedrichshain-Kreuzberg,Friedrichshain,030 4496-382,sfb@albatros-lebensnetz.de,https://www.albatros-lebensnetz.de/schwangeren-und-familienberatung/,nein,09:00 - 14:00,13:00 - 19:00,09:00 - 12:00; 13:00 - 17:00,Geschlossen,09:00 - 14:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.521141,13.4501247,true
170,645,Schwangerenberatungsstelle und Schwangerschaftskonfliktberatungsstelle und Beratung und Begleitung im Zusammenhang mit Pränataldiagnostik,donum vitae e.V.,1,Beratung,"[""L"",14]",,,Hoch,Deutsch,"Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung",Schwangerschaftsberatungsstellen,"Wir beraten und begleiten vorwiegend Schwangere im Zusammenhang mit Pränataldiagnostik, Trauer/Verlust/Sternenkindern.","Kurfürstendamm, Gartenhaus",199,PND Beratungsstelle Gartenhaus,10719,Charlottenburg-Wilmersdorf,Charlottenburg,030 8871-33970,berlin-kudamm@donumvitae.org,https://pnd-kudamm.donumvitae.org/,nein,09:00 - 13:00,09:00 - 13:00,09:00 - 13:00,09:00 - 13:00,09:00 - 12:30,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.5027465,13.3260746,true
171,651,Schwangerschafts[konflikt]beratung,Humanistischer Verband Berlin Brandenburg KdöR,1,Beratung,"[""L"",14]",,,Hoch,"Deutsch, Englisch",Keine Angabe,Schwangerschaftsberatungsstellen,"Wir bieten Beratung rund um die Schwangerschaft, Geburt und im Schwangerschaftskonflikt. Wir beraten Einzelpersonen und Paare, insbesondere auch, wenn gewünscht, nach Schwangerschaftsabbruch, Fehlgeburten und Verlusten.",Paul Robeson Straße,30,,10439,Pankow,Prenzlauer Berg,030 4417-992,info@schwangerschaftskonflikt-berlin.de,http://www.schwangerschaftskonflikt-berlin.de,nein,09:00 - 15:00,13:00 - 20:00,Geschlossen,13:00 - 20:00,13:00 - 20:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Mi nur nach Vereinbarung,52.5527375,13.4047759,true
172,633,Schwangerschaftsberatungsstelle Lydia,Sozialdienst katholischer Frauen e. V.,1,Beratung,"[""L"",14,24,17,13,18]","Divers, Frauen, LSBTIQ*, Männer",,Hoch,"Arabisch, Deutsch, Englisch, Farsi, Weitere Sprachen mit Sprachmittlung",Rollstuhlrechter Zugang,Schwangerschaftsberatungsstellen,"Beratung und Information bei allen Fragen rund um die Schwangerschaft und Geburt bis zum dritten Geburtstag Ihres Kindes. Wir beraten Sie vertraulich, anonym, kostenfrei und ergebnisoffen, unabhängig von Ihrem Glauben und Ihrer Herkunft, auf der Grundlage des christlichen Menschenbildes.Auch im existentiellen Schwangerschaftskonflikt können Sie die ergebnisoffene Beratung in Anspruch nehmen und umfassende Informationen über Unterstützungsmöglichkeiten erhalten.  Wir beraten auf Basis der bischöflichen Richtlinien. Auch im existentiellen Schwangerschaftskonflikt können Sie die ergebnisoffene Beratung in Anspruch nehmen und umfassende Informationen über Unterstützungsmöglichkeiten erhalten. Wir beraten auf Basis der bischöflichen Richtlinien.",Selchower Straße,11,,12049,Neukölln,Neukölln,030 2814-185,lydia@skf-berlin.de,https://skf-berlin.de/,nein,Geschlossen,09:00 - 12:00,15:00 - 18:00,09:00 - 12:00,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Termine finden auch außerhalb der Öffnungszeiten statt,52.478891,13.422009,true
174,246,Schwulenberatung Berlin,Schwulenberatung Berlin gGmbH,1,Beratung,"[""L"",1,3,15,18,24,13]","Männer, Divers, LSBTIQ*",,Mittel,"Deutsch, Englisch, Rumänisch, Weitere Sprachen mit Sprachmittlung","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",IGPP Handlungsfeld Besondere Bedarfslagen,"Wir bieten Unterstützung bei vielen Fragen, die das Leben als schwuler oder bisexueller Mann, lesbische Frau, trans- oder intergeschlechtlicher Mensch mit sich bringt. Wir helfen u.a. bei Fragen zur Gesundheit, bei Problemen mit Alkohol und anderen Drogen, psychischen Beeinträchtigungen, Krisenerfahrung, Identität und Coming Out, Sozialrecht oder Anti-Diskriminierung.",Niebuhrstraße,59-60,,10629,Charlottenburg-Wilmersdorf,Charlottenburg,030 446688111,info@schwulenberatungberlin.de,https://schwulenberatungberlin.de/,nein,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail, Online",,52.50439,13.30983,true
175,Sen107,Selbsthilfegruppe nur für Stimmenhörer/innen,Netzwerk Stimmenhören e.V. (NeSt),1,Selbsthilfe,"[""L"",2]",,,Mittel,Deutsch,Keine Angabe,Selbsthilfegruppe,Nur offen für Betroffene.,Ebersstraße,67,Treffpunkt S-Bahnhof Schöneberg der Pinel gGmbH,10827,Tempelhof-Schöneberg,Schöneberg,030 78718068,stimmenhoeren@gmx.de,https://stimmenhoeren.de/,nein,Geschlossen,Geschlossen,Geschlossen,18:00 - 19:30,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Jeden 1. und 2. Donnerstag des Monats,52.479228606440785,13.350020268592129,true
176,497,Servicestelle Wegweiser,selbst.bestimmt e.V.,1,Beratung,"[""L"",6]",,,Hoch,"Deutsch, Arabisch, Bosnisch, Serbisch, Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch, Weitere Sprachen mit Sprachmittlung",Keine Angabe,Sonstiges,"Die Servicestelle Wegweiser unterstützt Menschen, die mit ihrem Verhalten die Grenzen nahestehender Personen in ihrem Umfeld verletzen, oder denen dies vorgeworfen wird, bei der Suche nach einem passenden Hilfsangebot. Hierbei kann es sich z.B. um Sucht-, Erziehungs- oder Schuldnerberatungsstellen handeln oder auch die Anbindung an einen Anti-Gewalt-Kurs.",Erich-Weinert-Straße,25,,10439,Pankow,Prenzlauer Berg,030 45963091,info@wegweiserbln.de,https://www.wegweiserbln.de,nein,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,10:00 - 15:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Termine sind nach Absprache auch außerhalb der Bürozeiten möglich.,52.55184540341739,13.41812623,true
177,243,Sozialpsychiatrischer Dienst Charlottenburg-Wilmersdorf,Bezirksamt Charlottenburg-Wilmersdorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Englisch, Französisch, Portugisisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Wir bieten Hilfe und Beratung zu Persönlichen und materiellen Schwierigkeiten, Einleitung von Hilfen (z.B. betreutes Wohnen, Tagesstätten), Fragen zur gesetzlichen Betreuung, Fragen zu Therapie und Behandlung und Fragen zur Unterbringung bei akuter Selbst – oder Fremdgefährdung (PsychKG). Wir haben eine offene Sprechstunde und machen Hausbesuche.",Hohenzollerndamm,177,4. Etage,10713,Charlottenburg-Wilmersdorf,Wilmersdorf,030 902916044,sopsy@charlottenburg-wilmersdorf.de,https://www.berlin.de/ba-charlottenburg-wilmersdorf/verwaltung/aemter/gesundheit/sozialpsychiatrischer-dienst/,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Offene Sprechstunde (ohne Anmeldung): Dienstag 9:00 bis 12:00 Uhr und Donnerstag 14:00 bis 16:00 Uhr.,52.48937,13.31224,true
178,69,Sozialpsychiatrischer Dienst Friedrichshain-Kreuzberg,Bezirksamt Friedrichshain-Kreuzberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,25]",Angehörige,,Niedrig,"Deutsch, Englisch, Weitere Sprachen mit Sprachmittlung","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Sozialpsychiatrischer Dienst (SpD),"Beratungsstelle für Menschen mit seelischen Problemen und Notlagen, süchtigen Verhaltensweisen und Schwierigkeiten im Alltag. Auch wenn Sie sich Sorgen um andere Menschen machen, weil diese psychisch krank zu sein scheinen, können Sie sich mit uns beraten. Wir stehen ebenso als Ansprechpartner für professionelle Helfer, Betreuungspersonen, Nachbarn, Angehörige oder Einrichtungen und Institutionen zur Verfügung, wenn Fragen zu psychischen Erkrankungen bestehen.",Urbanstraße,24,3. OG,10967,Friedrichshain-Kreuzberg,Kreuzberg,030 90298-8400,gesundheitshilfe@ba-fk.berlin.de,https://www.berlin.de/gesundheitshilfe-fk,nein,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,08:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Sprechstunde ohne Termin: Dienstag 9:00 bis 12:00 Uhr.,52.49239,13.41033,true
