Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
1;356;Kontakt- und Beratungsstelle im Tageszentrum (Treffpunkt);mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Platane 19 gGmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Arabisch;0;"Menschen mit psychischen Problemen und Erkrankungen, die Unterstützung bei der Tagesstrukturierung oder Kontaktfindung bzw. Beratung benötigen. Das Treffpunkt-Café findet vormittags und nachmittags statt. Vielfältige Gruppenangebote wie Walking, Kunstgruppe, Gesangsgruppe, Aktivgruppe.

Gruppenangebote, Beratung und Begleitung fürGeflüchtete mit psychischen Belastungen (ggf. auch mit Sprachmittler*in).";Gierkezeile;5;0;10585;Charlottenburg-Wilmersdorf;Charlottenburg;030 330065-040, 030 330065-045;tageszentrum@platane19.de;https://www.platane19.de;nein;"10:00 - 13:00; 16:00 - 18:00";"10:00 - 13:00; 14:00 - 16:00";"10:00 - 13:00; 16:00 - 18:00";"10:00 - 13:00; 14:00 - 16:00";"10:00 - 13:00; 14:00 - 16:00";Geschlossen;14:30 - 15:30;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.5136;13.30289
1;Sen057;Kontakt- und Beratungsstelle Köpenick;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Das fünfte Rad e.V.;Kontakt- und Beratungsstelle;0;Deutsch;0;0;Schillerpromenade;2-4;0;12459;Treptow-Köpenick;0;030 6554099;kbskoepenick@das-fuenfte-rad-ev.de;https://www.das-fuenfte-rad-ev.de/kontakt-beratung.html;nein;11:00 - 17:00;10:30 - 17:00;10:00 - 18:00;14:00 - 17:00;10:00 - 16:00;Geschlossen;15:00 - 18:00;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.46339;13.51764
1;9;Kontakt- und Beratungsstelle Moabit;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Psychosoziale Initiative Moabit e.V.;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Arabisch, Englisch, Weitere Sprachen mit Sprachmittlung;Rollstuhlgerechter Zugang;Wir beraten zu psychologischen und sozialen Fragen. Unsere Angebote sind kostenlos und auf Wunsch auch anonym. Wir können Sie auf vielen Sprachen auch mit Sprachmittlung beraten und kümmern uns um Übersetzung. Auch telefonische Beratung ist möglich.;Waldstraße;7;0;10551;Mitte;Moabit;030 39731322;kbs@waldstrasse7.de;https://www.waldstrasse7.de/;nein;12:00 - 16:00;12:00 - 16:00;12:00 - 18:00;12:00 - 16:00;12:00 - 15:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.52851;13.33119
1;Sen054;Kontakt- und Beratungsstelle Tegel;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Albatros gGmbH;Kontakt- und Beratungsstelle;0;Deutsch, Englisch, Türkisch, Arabisch, Französisch, Farsi, Dari;0;0;Berliner Straße;14;0;13507;Reinickendorf;0;030 31983122-2, 030 31983122-1;kbs.tegel@albatrosggmbh.de ;https://www.albatrosggmbh.de/beratungsstellen/kontakt-und-beratungsstellen/tegel/beschreibung.html;nein;Geschlossen;16:00 - 19:00;13:00 - 16:00;14:00 - 19:00;13:00 - 16:00;Geschlossen;15:00 - 18:00;Keine Anmeldung nötig. ;Zusätzlich zu den Treffpunktzeiten erreichen Sie uns telefonisch von Montag bis Freitag von 10.00 bis 16.00 Uhr.;52.58729;13.28564
1;Sen058;Kontakt- und Beratungsstelle TERRA;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Unionhilfswerk Sozialeinrichtungen gGmbH;Kontakt- und Beratungsstelle;0;Deutsch;0;0;Hertzbergstraße;7/8;0;12055;Neukölln;0;030 6871977;kbs@nk.unionhilfswerk.de;https://www.unionhilfswerk.de/angebote/psychiatrische-begleitung/kontakt-und-beratungsstellen/;nein;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;;52.47635;13.44794
1;530;Kontakt- und Beratungsstelle Treffpunkt Borkumer Straße;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;ginko Berlin gGmbH;Kontakt- und Beratungsstelle;"Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung
";Deutsch, Englisch, Französisch, Hebräisch, Arabisch, Farsi, Dari (Persisch);Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Die KBS „Treffpunkt Borkumer Straße“ ist vom Spandauer S-Bahnhof in wenigen Minuten zu Fuß erreichbar. Unsere pädagogischen Mitarbeiter*innen stehen Ihnen als Ansprechpartner*innen zur Verfügung. Wir begleiten den Offenen Treff, verschiedene Gruppenangebote und bieten Ihnen auch Unterstützung und Beratung im Einzelgespräch.;Borkumer Straße;19;0;13581;Spandau;Spandau;030 3331055;tb@ginko-berlin.de;https://www.ginko-berlin.de/angebote/treffpunkt-borkumer-strasse/wer-wir-sind;nein;13:00 - 17:00;13:00 - 16:00;11:00 - 20:00;12:00 - 19:00;11:00 - 20:00;Geschlossen;14:00 - 17:00;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Telefonische Erreichbarkeit: Montag-Freitag: 09:00 - 16:30 Uhr. Gesprächstermine können vereinbart werden: telefonisch, per Mail oder vor Ort.;52.53208;13.19673
1;Sen048;Kontakt- und Beratungsstelle Treffpunkt Mexikoplatz;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Perspektive Zehlendorf e.V.;Kontakt- und Beratungsstelle;0;Deutsch, Englisch, Arabisch, Kurdisch, Persisch, Weitere Sprachen mit Sprachmittlung;0;0;Machnower Straße;27 a;0;14165;Steglitz-Zehlendorf;0;030 86803793-190, 030 86803793-192;pz@perspektive-zehlendorf.de;https://www.perspektive-zehlendorf.de/de/beratung-und-betreuung/kontakt-und-beratungsstelle/arbeit-mit-gefluechteten.php;nein;"11:30 - 13:00; 14:30 - 15:00";14:00 - 15:00;"12:30 - 13:30; 14:30 - 15:00";13:30 - 14:30;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.4279;13.25552
1;Sen059;Kontakt- und Beratungsstelle Treptow;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;ajb gmbh;Kontakt- und Beratungsstelle;0;Deutsch;0;0;Thomas-Müntzer-Straße;6;0;12489;Treptow-Köpenick;0;030 6715010;kbs-treptow@ajb-berlin.de;https://ajb-berlin.de/angebote/kontakt-und-beratungsstelle-treptow-koepenick/;nein;10:00 - 18:00;10:00 - 16:00;10:00 - 18:00;10:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Freitag nach Vereinbarung.;52.43634;13.54526
1;Sen085;Kontakt-Café in Tempelhof-Schöneberg;mittel;Alkohol, Drogen, Medikamente, Kiffen;0;Notdienst für Suchtmittelgefährdete und -abhängige Berlin e. V.;IGPP Handlungsfeld Drogen/Sucht;0;Deutsch, Englisch;0;0;Bülowstraße;106;0;10783;Tempelhof-Schöneberg;0;030 233240200;streetwork@notdienstberlin.de;https://drogennotdienst.de/angebote/beratung-und-reha/streetwork/;nein;11:00 - 17:00;11:00 - 17:00;11:00 - 17:00;11:00 - 17:00;11:00 - 17:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.4996;13.35525
1;204;Kontaktstelle Druckausgleich mit Drogenkonsumraum;mittel;Drogen;0;Fixpunkt gGmbH;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung;Deutsch, Englisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;"Druckausgleich ist eine Kontaktstelle mit integriertem Konsumraum für drogenabhängige Menschen, die in erster Linie illegale und sogenannte harte Drogen konsumieren.

Zu den Zielgruppen des Druckausgleich zählen Drogenkonsument*innen, die von anderen Einrichtungen der Drogenhilfe noch nicht oder nicht mehr erreicht werden. Dies gilt insbesondere für psychosozial verelendete, langjährige Drogenabhängige mit einem in der Regel polytoxikomanen Konsummuster, für drogenkonsumierende Menschen mit extremen psychischen Auffälligkeiten sowie Personen mit infektiösen Krankheitsmustern (HIV; Hepatitis; u.a.).";Karl-Marx-Straße;202;0;12055;Neukölln;Neukölln;030 6929198;druckausgleich@fixpunktggmbh.org;htttps://www.fixpunktggmbh.org;nein;11:00 - 18:00;13:00 - 19:00;11:00 - 18:00;11:00 - 18:00;11:00 - 18:00;11:00 - 18:00;Geschlossen;Keine Anmeldung nötig. ;;52.47198;13.44094
1;210;Kontaktstelle Kotti mit Drogenkonsumraum;mittel;Drogen;0;Fixpunkt gGmbH;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung;Deutsch, Englisch, Polnisch, Russisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;"Kotti ist eine Kontaktstelle mit integriertem Konsumraum für drogenabhängige Menschen, die in erster Linie illegale und sogenannte harte Drogen konsumieren.

Zu den Zielgruppen des Kotti zählen Drogenkonsument*innen, die von anderen Einrichtungen der Drogenhilfe noch nicht oder nicht mehr erreicht werden. Dies gilt insbesondere für psychosozial verelendete, langjährige Drogenabhängige mit einem in der Regel polytoxikomanen Konsummuster, für drogenkonsumierende Menschen mit extremen psychischen Auffälligkeiten sowie Personen mit infektiösen Krankheitsmustern (HIV; Hepatitis; u.a.).";Reichenberger Straße;176;0;10999;Friedrichshain-Kreuzberg;Kreuzberg;030 81003565;kotti@fixpunktggmbh.org;htttps://www.fixpunktggmbh.org;nein;11:00 - 17:00;11:00 - 17:00;13:00 - 19:00;11:00 - 17:00;11:00 - 17:00;11:00 - 17:00;11:00 - 17:00;Keine Anmeldung nötig. ;;52.49975;13.41704
1;201;Kontaktstelle SKA mit Drogenkonsumraum;mittel;Drogen;0;Fixpunkt gGmbH;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung;Deutsch, Englisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;"SKA ist eine Kontaktstelle mit integriertem Konsumraum für drogenabhängige Menschen, die in erster Linie illegale und sogenannte harte Drogen konsumieren.Zu den Zielgruppen der SKA zählen Drogenkonsument*innen, die von anderen Einrichtungen der Drogenhilfe noch nicht oder nicht mehr erreicht werden. Dies gilt insbesondere für psychosozial verelendete, langjährige Drogenabhängige mit einem in der Regel polytoxikomanen Konsummuster, für drogenkonsumierende Menschen mit extremen psychischen Auffälligkeiten sowie Personen mit infektiösen Krankheitsmustern (HIV; Hepatitis; u.a.)";Reichenberger Straße;131;0;10999;Friedrichshain-Kreuzberg;Kreuzberg;030 6146099;ska@fixpunktggmbh.org;htttps://www.fixpunktggmbh.org;nein;12:00 - 18:00;12:00 - 18:00;12:00 - 18:00;12:00 - 18:00;12:00 - 18:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.49602;13.42942
1;162;Kontakt-und Beratungsstelle;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Pinel gGmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice;Deutsch, Russisch, Weitere Sprachen mit Sprachmittlung;Keine Angabe;Die KBS sind Treffpunkte für Menschen mit psychischen Problemen. Sie bieten die Möglichkeiten zur Begegnung und Austausch mit Betroffenen und Profis. Sie ermöglichen unbürokratischen und auf Wunsch anonymen Zugang zum psychiatrischen Hilfesystem und beraten zu Möglichkeiten der Selbsthilfe. Ebenso haben sie ein breit gefächertes Angebot zur Freizeitgestaltung.;Ebersstraße;67;0;10827;Tempelhof-Schöneberg;Schöneberg;030 3233216850;0;https://www.pinel.de/angebote/kontakt-und-beratungsstelle/;nein;10:00 - 17:00;10:00 - 17:30;10:00 - 16:00;10:00 - 16:00;10:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch;;52.47921;13.35
1;480;Krebsberatung Berlin;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Körperliche Erkrankungen;0;Psychosoziale Beratungsstelle für Krebskranke und Angehörige e.V.;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Englisch, Polnisch;0;Wir beraten Menschen, die an Krebs erkrankt sind und ihre Angehö­rigen. Wir bieten Einzelberatungen im persönlichen-, telefonischen, oder videotelefonischen Settings auf Deutsch, Polnisch und Englisch. Außerdem werden eine Reihe verschiedener Gruppenangebote von den MitarbeiterInnen geschaffen, welche nach Bedarf regelmäßig aktualisiert werden.;Dernburgstraße;59;0;14057;Charlottenburg-Wilmersdorf;Charlottenburg;030 8940-9040;kontakt@krebsberatung-berlin.de;https://krebsberatung-berlin.de/;nein;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;09:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Telefonische Sprechzeiten für Anliegen und Terminvergabe zusätzlich zum Emailkontakt: Mo, Di, Do und Fr 11:00 - 13:00 Uhr Mi 15:00 - 17:00 Uhr.;52.50609;13.28349
1;36;Kreuzberger Alkohol- und Medikamentenberatungsstelle;mittel;Alkohol, Medikamente, Angehörige;Angehörige;Diakonisches Werk Berlin Stadtmitte e.V.;Alkohol- und Medikamentenberatungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch;Rollstuhlgerechter Zugang;Die Beratungsstelle ist Anlaufstelle bei Fragen und Problemen mit Alkohol und Medikamenten, für Suchtgefährdete und -abhängige (man muss nicht abstinent sein oder es werden wollen) und für Angehörige, die sich Sorgen wegen des Suchtmittelkonsums eines Partners, Elternteils, Kindes oder Freundes/in machen. Auch Fachkräfte aus dem Sozial- und dem Gesundheitsbereich oder Arbeitgeber können sich an uns wenden.;Segitzdamm;46;0;10969;Friedrichshain-Kreuzberg;Kreuzberg;030 6143056;suchtberatung@diakonie-stadtmitte.de;https://www.diakonie-stadtmitte.de;nein;09:00 - 12:00;"09:00 - 12:00; 16:00 - 18:00";Geschlossen;09:00 - 12:00;09:00 - 12:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.49806;13.41194
1;270;Landesverband Berlin e.V. Angehörige psychisch erkrankter Menschen (ApK – LV Berlin e.V.);mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Angehörige;Angehörige;Landesverband Berlin e.V. Angehörige psychisch erkrankter Menschen (ApK – LV Berlin e.V.);IGPP Handlungsfeld Besondere Bedarfslagen;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung;Deutsch, Arabisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch;Keine Angabe;"Als Selbsthilfeorganisation sind wir in Berlin Ansprechpartner für Angehörige von Menschen mit psychischen Krisen – Selbsthilfegruppen, Beratung, Infoveranstaltungen. 
Außerdem setzen wir uns für die Interessen der Angehörigen politisch ein.";Mannheimer Straße;32;0;10713;Charlottenburg-Wilmersdorf;Wilmersdorf;030 86395701;info@apk-berlin.de;https://www.apk-berlin.de;nein;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch;;52.48738;13.31583
1;494;Lesbenberatung - Bereich Psychische Gesundheit;niedrig;Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Körperliche Erkrankungen, Gewalterfahrung, Frauen, Kinder & Jugendliche, Menschen mit Migrationshintergrund, LSBTIQ*, Divers;Frauen, Kinder & Jugendliche, Menschen mit Migrationshintergrund, LSBTIQ*, Divers;Lesbenberatung Berlin e.V.;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Arabisch, Englisch, Französisch, Kurdisch, Polnisch, Russisch, Türkisch, Farsi, Armenisch, Ukrainisch, Spanisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Die Lesbenberatung bietet für queere Menschen Beratung an zu verschiedenen Themen und in Krisen-Situationen. Außerdem gibt es eine Gruppe für junge queere Menschen, die Young + Queer-Gruppe (16-27 Jahre). Zusätzlich gibt es eine Bibliothek und auch Workshops und Veranstaltungen.;Kulmer Str.;20;2. Hinterhof, 4. Stock;10783;Tempelhof-Schöneberg;Schöneberg;030 215-2000;info@lesbenberatung-berlin.de;https://www.lesbenberatung-berlin.de;nein;11:00 - 14:00;10:00 - 16:00;14:00 - 17:00;15:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. vor Ort, telefonisch, per Mail;;52.49198;13.3646
1;315;Login: Suchtberatung in Charlottenburg-Wilmersdorf;mittel;Glücksspiel, Gaming, Alkohol, Drogen, Kiffen, Kinder & Jugendliche;Kinder & Jugendliche;Notdienst für suchtmittelgefährdete und –abhängige Berlin e.V.;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung, Telefonberatung, Rückrufservice, Videoberatung, Online Chat;Deutsch, Englisch, Französisch;Rollstuhlrechter Zugang;Als regionaler Suchthilfeträger wendet sich das LogIn an Jugendliche und Erwachsene mit einer Suchtproblematik aus dem Bezirk Charlottenburg-Wilmersdorf. Wir helfen in akuten Krisen, entwickeln gemeinsam realistische Ausstiegsmöglichkeiten.;Kaiser-Friedrich-Straße;82;0;10585;Charlottenburg-Wilmersdorf;Charlottenburg;030 233240300;login@notdienstberlin.de;https://drogennotdienst.de/angebote/beratung-und-reha/login/;nein;12:00 - 17:00;11:00 - 19:00;10:00 - 18:00;10:00 - 18:00;10:00 - 16:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.5125;13.30163
1;572;Manet-Club;mittel;Angst & Zwänge,Traurigkeit & Verzweiflung,Einsamkeit,Beziehung zu anderen Menschen,Stimmen hören;0;Pinel gemeinnützige Gesellschaft mbh, Initiative für psychisch Kranke;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung,Telefonberatung,Rückrufservice;Deutsch,Arabisch,Englisch,Farsi;0;Unsere Räume und Angebote sind für alle Menschen offen. Wir helfen bei ganz vielen Problemen. Alles ist freiwillig.;Große-Leege-Straße;97-98;0;13055;Lichtenberg;Alt-Hohenschönhausen;030 233216640;manet-club@pinel.de;https://www.pinel.de;nein;13:00 - 18:00;12:30 - 18:00;Geschlossen;12:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. vor Ort, telefonisch, per Mail;Mittwochs ist unser Ausflugstag (Informationen finden Sie in unserem Programm), Freitag gibt es von 9:00 - 14:00 Uhr eine telefonische Beratung, 1 Mal im Monat findet von 14.00 - 17.00 Uhr ein Sontags-Café statt;52.54423583;13.49868683
1;321;Mann-O-Meter - Berlins schwuler Checkpoint;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Drogen, Sexuell übertragbare Infektionen, Männer, Divers, LSBTIQ*;Männer, Divers, LSBTIQ*;Mann-O-Meter e.V.;IGPP Handlungsfeld Sexuell übertragbare Infektionen;Vor Ort in der Einrichtung, Telefonberatung, Videoberatung, Online Chat;Deutsch, Arabisch, Englisch, Französisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Mann-O-Meter, Berlins schwuler Checkpoint, ist ein Ort für schwule  und andere queere Männer. Wir bieten Beratung, Gruppen, Testungen auf sexuell übertragbare Krankheiten, einen offenen Café-Bereich, Freizeitgruppen und vieles mehr. Mehr Informationen finden sich unter www.mann-o-meter.de;Bülowstraße;106;0;10783;Tempelhof-Schöneberg;Schöneberg;030 2168008;info@mann-o-meter.de;https://www.mann-o-meter.de;nein;17:00 - 22:00;17:00 - 22:00;17:00 - 22:00;17:00 - 22:00;17:00 - 22:00;16:00 - 20:00;Geschlossen;Keine Anmeldung nötig. ;;52.4996;13.35525
1;Sen060;Mitte niedrigschwellige Suchthilfe;mittel;Alkohol, Drogen, Medikamente, Kiffen, Beziehung zu anderen Menschen;0;Fixpunkt  e.V. ;Kontakt- und Beratungsstelle;0;Deutsch;0;0;Utrechter Straße;44;Standort: Turinerstraße/Schulstraße (Leopoldplatz);13347;Mitte;0;030 40995151;mitte@fixpunkt.org;https://www.fixpunkt.org/mitte-stadt-fuer-alle/;nein;12:00 - 16:00;12:00 - 16:00;12:00 - 16:00;12:00 - 16:00;12:00 - 16:00;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;;52.5507;13.36139
1;Sen063;Mobiles Lotsenteam;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Schwangerschaft & Geburt, Menschen mit Migrationshintergrund, Kinder & Jugendliche, Angehörige;Menschen mit Migrationshintergrund, Kinder & Jugendliche, Angehörige;Evangelisches Waldkrankenhaus Spandau;Sonstiges von der SenWGPG gefördertes Projekt;0;Deutsch, Englisch, Arabisch, Farsi;0;Die Arbeit des Projektes unterstützt die Integration von geflüchteten Schwangeren und Kindern bis 12 Jahren im Bezirk Spandau ins deutsche Gesundheitssystem. Sowohl Einzelfallberatungen als auch Gruppenangebote (z.B. Infonachmittage) gehören zu den Angeboten, welche an unterschiedlichen Standorten im Bezirk stattfinden.;Stadtrandstraße;555;0;13589;Spandau;0;030 3702-2174;lotsenteam.waldkrankenhaus@jsd.de;https://www.johannesstift-diakonie.de/medizinische-versorgung/evangelisches-waldkrankenhaus-spandau/behandlung/kinder-jugendmedizin/fruehe-hilfen#c8318;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;"Telefonische Erreichbarkeit montags – freitags von 9 bis 13 Uhr; vor-Ort-Beratung bei stationärem Aufenthalt im Ev. Waldkrankenhaus (Geburtshilfe) Montag, Mittwoch und Freitag; Beratung an anderen Standorten im Bezirk Spandau nach Vereinbarung.";52.563;13.15694
1;428;Mobiles Team für Geflüchtete in Tempelhof-Schöneberg;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Stimmen hören, Gewalterfahrung, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;KommRum e.V., die Kurve GmbH;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Englisch, Farsi, Dari;0;"Im Bezirk Tempelhof-Schöneberg stellen wir durch eine aufsuchende Beratung, sowie verschiedene Gruppenangebote die Vernetzung zwischen Flüchtlingsunterkünften und der psychiatrisch-psychosozialen Versorgung sicher. Hierzu kooperieren wir mit anderen Anbietern.

Unsere Mitarbeiter_innen verfügen meist über eine eigene Migrationserfahrung, eine vorhandene englische und persische sowie Dari - Sprachkompetenz kann im Bedarfsfall durch den Einsatz von Sprachmittlern ergänzt werden.";Schnackenburgstraße;4;0;12159;Tempelhof-Schöneberg;Friedenau;0157 74916697;mobiles-team-ts@kommrum.de;https://kommrum.de/de/hilfen-fuer-gefluechtete/;nein;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;09:00 - 18:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.47457;13.33412
1;81;Mobilix-Test it - Kontaktmobil Görlitzer Park;mittel;Drogen, Sexuell übertragbare Infektionen, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Fixpunkt e. V.;IGPP Handlungsfeld Sexuell übertragbare Infektionen;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße);Deutsch, Arabisch, Englisch, Italienisch, Mandinka, Woloff, Fula, Bambara, Swahili;Keine Angabe;Das Mobilix-Test it Kontaktmobil bietet medizinische und soziale Aufklärung, Beratung und Vermittlung zu HIV/Virushepatitiden und bei Gesundheitsproblemen. Anonym werden Schnelltests auf HIV und Hepatitis C durchgeführt. Ärztliche Sprechstunden finden derzeit nicht regelmäßig statt. Bei medizinischem Versorgungsbedarf erfolgt Navigation/Begleitung mit Sprachmittlung und eine Kooperation mit der Clearingstelle für Nichtversicherte.;Görlitzer Park;0;"Höhe Lübbener Straße, an der ""Platte""";10999;Friedrichshain-Kreuzberg;Kreuzberg;0170 7948750;goerli@fixpunkt.org;https://www.fixpunkt.org;nein;11:00 - 14:00;11:00 - 14:00;11:00 - 14:00;11:00 - 15:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Arzt/Ärztin ist nicht regelmäßig vor Ort, bitte Website checken oder telefonisch erfragen.;52.497873;13.43588
1;231;Mühlenstube;mittel;Drogen;0;vista gGmbH;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Englisch, Polnisch, Russisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Kontakt- und Anlaufstelle mit integriertem Drogenkonsumraum;Müllerstraße;120;0;13349;Mitte;Wedding;030 297735600;0;0;nein;10:00 - 17:00;10:00 - 17:00;10:00 - 15:00;12:00 - 19:00;12:00 - 19:00;11:30 - 19:00;11:30 - 19:00;Keine Anmeldung nötig. ;;52.55433;13.34463
1;401;MUT-Traumahilfe für Männer*;hoch;Gewalterfahrung, Männer, Divers, LSBTIQ*;Männer, Divers, LSBTIQ*;HILFE-FÜR-JUNGS e.V.;IGPP Handlungsfeld Besondere Bedarfslagen;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Videoberatung;Deutsch, Weitere Sprachen mit Sprachmittlung;0;Das Angebot von MUT-Traumahilfe für Männer* richtet sich an Männer*, die sexualisierte Gewalt (sexuelle Gewalt, Missbrauch, Vergewaltigung) erfahren haben und unterstützt sie, sich mit den eigenen Gefühlen, Gedanken und Erfahrungen auseinanderzusetzen und neuen Mut zu fassen. Wir sind mobil und beraten kostenlos, anonym und vertraulich.;Leinestraße;49;0;12049;Neukölln;Neukölln;030 23633978;anfrage@mut-traumahilfe.de;https://mut-traumahilfe.de/;nein;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;10:00 - 16:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.47302;13.42556
